Zip Code,Sub District,District,Jenis,City,Regency
15530,Sukadiri,,Kab.,Tangerang,Banten
15720,Jambe,,Kab.,Tangerang,Banten
15540,Rajeg,,Kab.,Tangerang,Banten
15340,Cisauk,,Kab.,Tangerang,Banten
15610,Sukamulya,,Kab.,Tangerang,Banten
15550,Kronjo,,Kab.,Tangerang,Banten
15730,Solear,,Kab.,Tangerang,Banten
15610,Jayanti,,Kab.,Tangerang,Banten
15159,Karang Tengah,,Kab.,Tangerang,Banten
15550,Kronjo,,Kab.,Tangerang,Banten
15550,Kronjo,,Kab.,Tangerang,Banten
15339,Pagedangan,,Kab.,Tangerang,Banten
15550,Kronjo,,Kab.,Tangerang,Banten
15570,Pakuhaji,,Kab.,Tangerang,Banten
15560,Pasar Kemis,,Kab.,Tangerang,Banten
15540,Rajeg,,Kab.,Tangerang,Banten
15610,Jayanti,,Kab.,Tangerang,Banten
15710,Panongan,,Kab.,Tangerang,Banten
15610,Sukamulya,,Kab.,Tangerang,Banten
15159,Karang Tengah,,Kab.,Tangerang,Banten
15730,Solear,,Kab.,Tangerang,Banten
15560,Pasar Kemis,,Kab.,Tangerang,Banten
15550,Kronjo,,Kab.,Tangerang,Banten
15620,Kresek,,Kab.,Tangerang,Banten
15720,Jambe,,Kab.,Tangerang,Banten
15720,Tigaraksa,,Kab.,Tangerang,Banten
15710,Cikupa,,Kab.,Tangerang,Banten
15610,Jayanti,,Kab.,Tangerang,Banten
15710,Cikupa,,Kab.,Tangerang,Banten
15610,Jayanti,,Kab.,Tangerang,Banten
15720,Tigaraksa,,Kab.,Tangerang,Banten
15550,Kronjo,,Kab.,Tangerang,Banten
15530,Kemiri,,Kab.,Tangerang,Banten
15620,Kresek,,Kab.,Tangerang,Banten
15530,Sukadiri,,Kab.,Tangerang,Banten
15720,Tigaraksa,,Kab.,Tangerang,Banten
15710,Panongan,,Kab.,Tangerang,Banten
15540,Rajeg,,Kab.,Tangerang,Banten
15540,Rajeg,,Kab.,Tangerang,Banten
15540,Rajeg,,Kab.,Tangerang,Banten
15620,Kresek,,Kab.,Tangerang,Banten
15710,Panongan,,Kab.,Tangerang,Banten
15710,Panongan,,Kab.,Tangerang,Banten
15530,Kemiri,,Kab.,Tangerang,Banten
15720,Jambe,,Kab.,Tangerang,Banten
15820,Legok,,Kab.,Tangerang,Banten
15215,Kosambi,,Kab.,Tangerang,Banten
15620,Kresek,,Kab.,Tangerang,Banten
15610,Balaraja,,Kab.,Tangerang,Banten
15214,Kosambi,,Kab.,Tangerang,Banten
15214,Kosambi,,Kab.,Tangerang,Banten
15345,Cisauk,,Kab.,Tangerang,Banten
15730,Cisoka,,Kab.,Tangerang,Banten
15610,Balaraja,,Kab.,Tangerang,Banten
15610,Balaraja,,Kab.,Tangerang,Banten
15520,Sepatan,,Kab.,Tangerang,Banten
15710,Panongan,,Kab.,Tangerang,Banten
15560,Sindang Jaya,,Kab.,Tangerang,Banten
15560,Sindang Jaya,,Kab.,Tangerang,Banten
15560,Sindang Jaya,,Kab.,Tangerang,Banten
15560,Pasar Kemis,,Kab.,Tangerang,Banten
15560,Sindang Jaya,,Kab.,Tangerang,Banten
15338,Pagedangan,,Kab.,Tangerang,Banten
15720,Tigaraksa,,Kab.,Tangerang,Banten
15730,Solear,,Kab.,Tangerang,Banten
15710,Cikupa,,Kab.,Tangerang,Banten
15560,Sindang Jaya,,Kab.,Tangerang,Banten
15720,Jambe,,Kab.,Tangerang,Banten
15540,Rajeg,,Kab.,Tangerang,Banten
15710,Cikupa,,Kab.,Tangerang,Banten
15610,Sukamulya,,Kab.,Tangerang,Banten
15610,Balaraja,,Kab.,Tangerang,Banten
15710,Cikupa,,Kab.,Tangerang,Banten
15540,Rajeg,,Kab.,Tangerang,Banten
15540,Rajeg,,Kab.,Tangerang,Banten
15560,Pasar Kemis,,Kab.,Tangerang,Banten
15530,Sukadiri,,Kab.,Tangerang,Banten
15560,Pasar Kemis,,Kab.,Tangerang,Banten
15730,Cisoka,,Kab.,Tangerang,Banten
15570,Pakuhaji,,Kab.,Tangerang,Banten
15610,Jayanti,,Kab.,Tangerang,Banten
15343,Cisauk,,Kab.,Tangerang,Banten
15570,Pakuhaji,,Kab.,Tangerang,Banten
15720,Jambe,,Kab.,Tangerang,Banten
15710,Cikupa,,Kab.,Tangerang,Banten
15710,Cikupa,,Kab.,Tangerang,Banten
15610,Balaraja,,Kab.,Tangerang,Banten
15620,Kresek,,Kab.,Tangerang,Banten
15540,Rajeg,,Kab.,Tangerang,Banten
15540,Rajeg,,Kab.,Tangerang,Banten
15720,Tigaraksa,,Kab.,Tangerang,Banten
15720,Tigaraksa,,Kab.,Tangerang,Banten
15720,Tigaraksa,,Kab.,Tangerang,Banten
15720,Jambe,,Kab.,Tangerang,Banten
15610,Balaraja,,Kab.,Tangerang,Banten
15560,Sindang Jaya,,Kab.,Tangerang,Banten
15820,Legok,,Kab.,Tangerang Selatan,Banten
15540,Sindang Jaya,,Kab.,Tangerang Selatan,Banten
15610,Balaraja,,Kab.,Tangerang Selatan,Banten
15810,Kelapa Dua,,Kab.,Tangerang Selatan,Banten
15570,Pakuhaji,,Kab.,Tangerang Selatan,Banten
15820,Legok,,Kab.,Tangerang Selatan,Banten
15820,Legok,,Kab.,Tangerang Selatan,Banten
15720,Tigaraksa,,Kab.,Tangerang Selatan,Banten
15820,Legok,,Kab.,Tangerang Selatan,Banten
15610,Jayanti,,Kab.,Tangerang Selatan,Banten
15730,Cisoka,,Kab.,Tangerang Selatan,Banten
15570,Pakuhaji,,Kab.,Tangerang Selatan,Banten
15331,Pagedangan,,Kab.,Tangerang Selatan,Banten
15570,Pakuhaji,,Kab.,Tangerang Selatan,Banten
15810,Kelapa Dua,,Kab.,Tangerang Selatan,Banten
15820,Legok,,Kab.,Tangerang Selatan,Banten
15720,Tigaraksa,,Kab.,Tangerang Selatan,Banten
15520,Sepatan,,Kab.,Tangerang Selatan,Banten
15159,Karang Tengah,,Kab.,Tangerang Selatan,Banten
15520,Sepatan,,Kab.,Tangerang Selatan,Banten
15158,Karang Tengah,,Kab.,Tangerang Selatan,Banten
15570,Pakuhaji,,Kab.,Tangerang Selatan,Banten
15530,Sukadiri,,Kab.,Tangerang Selatan,Banten
15215,Kosambi,,Kab.,Tangerang Selatan,Banten
15520,Sepatan,,Kab.,Tangerang Selatan,Banten
15820,Legok,,Kab.,Tangerang Selatan,Banten
14430,Pademangan,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11330,Tambora,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13530,Kramat Jati,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13310,Jatinegara,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13890,Cipayung,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12730,Mampang Prapatan,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13780,Pasar Rebo,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13520,Kramat Jati,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10210,Tanah Abang,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13330,Jatinegara,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12330,Pesanggrahan,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12840,Tebet,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10460,Senen,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13910,Cakung,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13910,Cakung,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13630,Kramat Jati,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13820,Cipayung,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10640,Kemayoran,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10520,Cempaka Putih,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10510,Cempaka Putih,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11730,Cengkareng,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11730,Cengkareng,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13720,Ciracas,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10150,Gambir,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12630,Jagakarsa,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13770,Pasar Rebo,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10330,Menteng,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12770,Pancoran,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12430,Cilandak,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12560,Pasar Minggu,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13870,Cipayung,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13640,Kramat Jati,,Kota,Jakarta Utara,Daerah Khusus Ibukota Jakarta
14120,Cilincing,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13840,Cipayung,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12630,Jagakarsa,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12410,Cilandak,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12150,Kebayoran Baru,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13410,Jatinegara,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13410,Jatinegara,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13340,Jatinegara,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13620,Makasar,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13420,Jatinegara,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13240,Pulo Gadung,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12230,Kebayoran Lama,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13740,Ciracas,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13550,Kramat Jati,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13440,Duren Sawit,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12760,Pancoran,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11510,Kebon Jeruk,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11750,Cengkareng,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10140,Gambir,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11270,Tambora,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11270,Tambora,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10530,Johar Baru,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10110,Gambir,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12420,Cilandak,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12140,Kebayoran Baru,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13760,Pasar Rebo,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10270,Tanah Abang,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11120,Taman Sari,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10350,Menteng,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12220,Kebayoran Lama,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12210,Kebayoran Lama,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11450,Grogol Petamburan,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12980,Setia Budi,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10610,Kemayoran,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10720,Sawah Besar,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12120,Kebayoran Baru,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13610,Makasar,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10640,Kemayoran,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12620,Jagakarsa,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12540,Pasar Minggu,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13220,Pulo Gadung,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13250,Pulo Gadung,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13930,Cakung,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11430,Palmerah,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11460,Grogol Petamburan,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11460,Grogol Petamburan,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11320,Tambora,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11250,Tambora,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11640,Kembangan,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10560,Johar Baru,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11310,Tambora,,Kota,Jakarta Utara,Daerah Khusus Ibukota Jakarta
14110,Cilincing,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12740,Pancoran,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11840,Kalideres,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13790,Pasar Rebo,,Kota,Jakarta Utara,Daerah Khusus Ibukota Jakarta
14470,Penjaringan,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11810,Kalideres,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10250,Tanah Abang,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13320,Jatinegara,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10550,Johar Baru,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13540,Kramat Jati,,Kota,Jakarta Utara,Daerah Khusus Ibukota Jakarta
14460,Penjaringan,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11720,Cengkareng,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10740,Sawah Besar,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12940,Setia Budi,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12930,Setia Budi,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10220,Tanah Abang,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12920,Setia Budi,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10750,Sawah Besar,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13130,Matraman,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13210,Pulo Gadung,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11130,Taman Sari,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12520,Pasar Minggu,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12240,Kebayoran Lama,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12240,Kebayoran Lama,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12830,Tebet,,Kota,Jakarta Utara,Daerah Khusus Ibukota Jakarta
14320,Tanjung Priok,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11530,Kebon Jeruk,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10240,Tanah Abang,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10120,Gambir,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10630,Kemayoran,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13150,Matraman,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10230,Tanah Abang,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13650,Makasar,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10340,Menteng,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11710,Cengkareng,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11520,Kebon Jeruk,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11520,Kebon Jeruk,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13730,Ciracas,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11550,Kebon Jeruk,,Kota,Jakarta Utara,Daerah Khusus Ibukota Jakarta
14240,Kelapa Gading,,Kota,Jakarta Utara,Daerah Khusus Ibukota Jakarta
14240,Kelapa Gading,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11480,Palmerah,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10620,Kemayoran,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11610,Kembangan,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11610,Kembangan,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10430,Senen,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13470,Duren Sawit,,Kota,Jakarta Utara,Daerah Khusus Ibukota Jakarta
14210,Koja,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11420,Palmerah,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11420,Palmerah,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13510,Kramat Jati,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12130,Kebayoran Baru,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10450,Senen,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11260,Tambora,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11140,Taman Sari,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12710,Mampang Prapatan,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12950,Setia Budi,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10420,Senen,,Kota,Jakarta Utara,Daerah Khusus Ibukota Jakarta
14270,Koja,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12440,Cilandak,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12630,Jagakarsa,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13810,Cipayung,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13570,Makasar,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13460,Duren Sawit,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13460,Duren Sawit,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12790,Mampang Prapatan,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11180,Taman Sari,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10730,Sawah Besar,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12860,Tebet,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12850,Tebet,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11160,Taman Sari,,Kota,Jakarta Utara,Daerah Khusus Ibukota Jakarta
14150,Cilincing,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12160,Kebayoran Baru,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12960,Setia Budi,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12870,Tebet,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10310,Menteng,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11650,Kembangan,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11620,Kembangan,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13850,Cipayung,,Kota,Jakarta Utara,Daerah Khusus Ibukota Jakarta
14420,Pademangan,,Kota,Jakarta Utara,Daerah Khusus Ibukota Jakarta
14410,Pademangan,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13140,Matraman,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11480,Palmerah,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12780,Pancoran,,Kota,Jakarta Utara,Daerah Khusus Ibukota Jakarta
14340,Tanjung Priok,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10710,Sawah Besar,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12970,Setia Budi,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12520,Pasar Minggu,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10440,Senen,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11830,Kalideres,,Kota,Jakarta Utara,Daerah Khusus Ibukota Jakarta
14250,Kelapa Gading,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10320,Menteng,,Kota,Jakarta Utara,Daerah Khusus Ibukota Jakarta
14450,Penjaringan,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12510,Pasar Minggu,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12510,Pasar Minggu,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13710,Pasar Rebo,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11240,Tambora,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12720,Mampang Prapatan,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12770,Pancoran,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13940,Cakung,,Kota,Jakarta Utara,Daerah Khusus Ibukota Jakarta
14440,Penjaringan,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12320,Pesanggrahan,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10260,Tanah Abang,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12170,Kebayoran Baru,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10160,Gambir,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10130,Gambir,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12270,Pesanggrahan,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12260,Pesanggrahan,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13560,Makasar,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11110,Taman Sari,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13110,Matraman,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13230,Pulo Gadung,,Kota,Jakarta Utara,Daerah Khusus Ibukota Jakarta
14450,Penjaringan,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13430,Duren Sawit,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13450,Duren Sawit,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13460,Duren Sawit,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12450,Cilandak,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12310,Kebayoran Lama,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13860,Cipayung,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13260,Pulo Gadung,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13950,Cakung,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12160,Kebayoran Baru,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12550,Pasar Minggu,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13830,Ciracas,,Kota,Jakarta Utara,Daerah Khusus Ibukota Jakarta
14230,Koja,,Kota,Jakarta Utara,Daerah Khusus Ibukota Jakarta
14230,Koja,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12180,Kebayoran Baru,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11740,Cengkareng,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13350,Jatinegara,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12750,Pancoran,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13920,Cakung,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13220,Pulo Gadung,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10570,Cempaka Putih,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11230,Tambora,,Kota,Jakarta Utara,Daerah Khusus Ibukota Jakarta
14140,Cilincing,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12110,Kebayoran Baru,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11850,Kalideres,,Kota,Jakarta Utara,Daerah Khusus Ibukota Jakarta
14130,Cilincing,,Kota,Jakarta Utara,Daerah Khusus Ibukota Jakarta
14130,Cilincing,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12190,Kebayoran Baru,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10410,Senen,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10650,Kemayoran,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12910,Setia Budi,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13880,Cipayung,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11410,Palmerah,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12640,Jagakarsa,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11630,Kembangan,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11560,Kebon Jeruk,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11540,Kebon Jeruk,,Kota,Jakarta Utara,Daerah Khusus Ibukota Jakarta
14140,Cilincing,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10640,Kemayoran,,Kota,Jakarta Utara,Daerah Khusus Ibukota Jakarta
14330,Tanjung Priok,,Kota,Jakarta Utara,Daerah Khusus Ibukota Jakarta
14350,Tanjung Priok,,Kota,Jakarta Utara,Daerah Khusus Ibukota Jakarta
14360,Tanjung Priok,,Kota,Jakarta Timur,Daerah Khusus Ibukota Jakarta
13750,Ciracas,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11150,Taman Sari,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11220,Tambora,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11210,Tambora,,Kota,Jakarta Pusat,Daerah Khusus Ibukota Jakarta
10540,Johar Baru,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11170,Taman Sari,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
12530,Jagakarsa,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11470,Grogol Petamburan,,Kota,Jakarta Barat,Daerah Khusus Ibukota Jakarta
11470,Grogol Petamburan,,Kota,Jakarta Utara,Daerah Khusus Ibukota Jakarta
14310,Tanjung Priok,,Kota,Jakarta Selatan,Daerah Khusus Ibukota Jakarta
